Molecule Name,Molecule ChEMBL ID,Target ChEMBL ID,Target Name,Activity ID,Assay ChEMBL ID,Standard Type,Standard Value,Standard Units,Reference
LINAGLIPTIN,CHEMBL237500,CHEMBL612558,ADMET,19442677,CHEMBL4432081,Cmax,10.0,nM,CHEMBL4431324
LINEZOLID,CHEMBL126,CHEMBL376,Rattus norvegicus,212024,CHEMBL620310,Cmax,4117.39,nM,CHEMBL1136089
LINEZOLID,CHEMBL126,CHEMBL376,Rattus norvegicus,378251,CHEMBL623772,Cmax,46835.63,nM,CHEMBL1136462
LINEZOLID,CHEMBL126,CHEMBL376,Rattus norvegicus,910721,CHEMBL776966,Cmax,15800.0,nM,CHEMBL1131429
LINEZOLID,CHEMBL126,CHEMBL376,Rattus norvegicus,1135131,CHEMBL638695,Cmax,46835.63,nM,CHEMBL1144880
LINEZOLID,CHEMBL126,CHEMBL375,Mus musculus,1868354,CHEMBL919289,Cmax,75648.44,nM,CHEMBL1147099
LINEZOLID,CHEMBL126,CHEMBL375,Mus musculus,1868373,CHEMBL919288,Cmax,36134.58,nM,CHEMBL1147099
LINEZOLID,CHEMBL126,CHEMBL376,Rattus norvegicus,2125274,CHEMBL937145,Cmax,55135.62,nM,CHEMBL1145514
LINEZOLID,CHEMBL126,CHEMBL376,Rattus norvegicus,2125277,CHEMBL937146,Cmax,57210.61,nM,CHEMBL1145514
LINEZOLID,CHEMBL126,CHEMBL376,Rattus norvegicus,2125287,CHEMBL937144,Cmax,51874.91,nM,CHEMBL1145514
LINEZOLID,CHEMBL126,CHEMBL376,Rattus norvegicus,2203974,CHEMBL988788,Cmax,46835.63,nM,CHEMBL1149797
LINEZOLID,CHEMBL126,CHEMBL375,Mus musculus,2483247,CHEMBL985315,Cmax,18704.61,nM,CHEMBL1144189
LINEZOLID,CHEMBL126,CHEMBL374,Oryctolagus cuniculus,2502947,CHEMBL986838,Cmax,35274.94,nM,CHEMBL1143426
LINEZOLID,CHEMBL126,CHEMBL374,Oryctolagus cuniculus,2502953,CHEMBL986835,Cmax,58099.9,nM,CHEMBL1143426
LINEZOLID,CHEMBL126,CHEMBL374,Oryctolagus cuniculus,3476863,CHEMBL1263219,Cmax,80628.43,nM,CHEMBL1255345
LINEZOLID,CHEMBL126,CHEMBL375,Mus musculus,3496426,CHEMBL1263720,Cmax,148214.02,nM,CHEMBL1255322
LINEZOLID,CHEMBL126,CHEMBL612558,ADMET,5096357,CHEMBL1634959,Cmax,20157.11,nM,CHEMBL1629645
LINEZOLID,CHEMBL126,CHEMBL612558,ADMET,5096373,CHEMBL1634957,Cmax,37646.36,nM,CHEMBL1629645
LINEZOLID,CHEMBL126,CHEMBL612558,ADMET,5096374,CHEMBL1634958,Cmax,53653.48,nM,CHEMBL1629645
LINEZOLID,CHEMBL126,CHEMBL372,Homo sapiens,5146390,CHEMBL1664954,Cmax,47428.49,nM,CHEMBL1649467
LINEZOLID,CHEMBL126,CHEMBL372,Homo sapiens,5178769,CHEMBL1665684,Cmax,44167.78,nM,CHEMBL1649583
LINEZOLID,CHEMBL126,CHEMBL372,Homo sapiens,5178779,CHEMBL1665694,Cmax,57507.04,nM,CHEMBL1649583
LINEZOLID,CHEMBL126,CHEMBL372,Homo sapiens,5178784,CHEMBL1665699,Cmax,30532.09,nM,CHEMBL1649583
LINEZOLID,CHEMBL126,CHEMBL372,Homo sapiens,5178791,CHEMBL1665706,Cmax,39721.36,nM,CHEMBL1649583
LINEZOLID,CHEMBL126,CHEMBL375,Mus musculus,5211506,CHEMBL1675685,Cmax,9782.13,nM,CHEMBL1671654
LINEZOLID,CHEMBL126,CHEMBL375,Mus musculus,5211508,CHEMBL1675816,Cmax,32607.08,nM,CHEMBL1671654
LINEZOLID,CHEMBL126,CHEMBL375,Mus musculus,5211510,CHEMBL1675817,Cmax,26382.1,nM,CHEMBL1671654
LINEZOLID,CHEMBL126,CHEMBL372,Homo sapiens,5213562,CHEMBL1676936,Cmax,43574.92,nM,CHEMBL1671753
LINEZOLID,CHEMBL126,CHEMBL372,Homo sapiens,5231071,CHEMBL1677745,Cmax,41796.35,nM,CHEMBL1671683
LINEZOLID,CHEMBL126,CHEMBL612558,ADMET,5231072,CHEMBL1677997,Cmax,57803.47,nM,CHEMBL1671683
LINEZOLID,CHEMBL126,CHEMBL612558,ADMET,5231073,CHEMBL1677720,Cmax,56914.18,nM,CHEMBL1671683
LINEZOLID,CHEMBL126,CHEMBL612558,ADMET,5231081,CHEMBL1677719,Cmax,39721.36,nM,CHEMBL1671683
LINEZOLID,CHEMBL126,CHEMBL612558,ADMET,5231089,CHEMBL1677995,Cmax,14198.9,nM,CHEMBL1671683
LINEZOLID,CHEMBL126,CHEMBL612558,ADMET,5231097,CHEMBL1677718,Cmax,12983.55,nM,CHEMBL1671683
LINEZOLID,CHEMBL126,CHEMBL612558,ADMET,5231111,CHEMBL1677996,Cmax,43278.49,nM,CHEMBL1671683
LINEZOLID,CHEMBL126,CHEMBL613424,Plasma,5306507,CHEMBL1696172,Cmax,47428.49,nM,CHEMBL1687729
LINEZOLID,CHEMBL126,CHEMBL376,Rattus norvegicus,12040191,CHEMBL2149087,Cmax,44464.21,nM,CHEMBL2146426
LINEZOLID,CHEMBL126,CHEMBL375,Mus musculus,13851502,CHEMBL3097689,Cmax,109678.38,nM,CHEMBL3091359
LINEZOLID,CHEMBL126,CHEMBL613564,Brain,16437510,CHEMBL3755020,Cmax,0.45,ug/g,CHEMBL3751664
LINEZOLID,CHEMBL126,CHEMBL613589,Plasma,16437513,CHEMBL3755165,Cmax,10819.62,nM,CHEMBL3751664
LINEZOLID,CHEMBL126,CHEMBL612558,ADMET,19211356,CHEMBL4393177,Cmax,37646.36,nM,CHEMBL4392836
LINEZOLID,CHEMBL126,CHEMBL612558,ADMET,19211359,CHEMBL4393180,Cmax,39721.36,nM,CHEMBL4392836
LINEZOLID,CHEMBL126,CHEMBL612558,ADMET,24734490,CHEMBL5116595,Cmax,25789.24,nM,CHEMBL5113436
LINEZOLID,CHEMBL126,CHEMBL612558,ADMET,24734492,CHEMBL5116596,Cmax,80924.86,nM,CHEMBL5113436
LINEZOLID,CHEMBL126,CHEMBL612558,ADMET,24734494,CHEMBL5116597,Cmax,4802.13,nM,CHEMBL5113436
LIOTHYRONINE,CHEMBL1544,CHEMBL372,Homo sapiens,18052120,CHEMBL4011675,Cmax,108.0,nM,CHEMBL4011582
LIRAGLUTIDE,CHEMBL4084119,CHEMBL376,Rattus norvegicus,13891026,CHEMBL3110975,Cmax,240.43,nM,CHEMBL3108706
LOMEFLOXACIN,CHEMBL561,CHEMBL612558,ADMET,19051739,CHEMBL4354995,Cmax,7969.26,nM,CHEMBL4354782
LOPERAMIDE,CHEMBL841,CHEMBL376,Rattus norvegicus,15447898,CHEMBL3542113,Cmax,125.77,nM,CHEMBL3526049
LOPERAMIDE,CHEMBL841,CHEMBL376,Rattus norvegicus,15447899,CHEMBL3542112,Cmax,144.64,nM,CHEMBL3526049
LOPERAMIDE,CHEMBL841,CHEMBL376,Rattus norvegicus,15447900,CHEMBL3542111,Cmax,473.74,nM,CHEMBL3526049
LOPERAMIDE,CHEMBL841,CHEMBL376,Rattus norvegicus,15447901,CHEMBL3542110,Cmax,188.66,nM,CHEMBL3526049
LOPERAMIDE,CHEMBL841,CHEMBL372,Homo sapiens,18052121,CHEMBL4011675,Cmax,8.0,nM,CHEMBL4011582
LOPINAVIR,CHEMBL729,CHEMBL612558,ADMET,640516,CHEMBL626001,Cmax,159.03,nM,CHEMBL1133572
LOPINAVIR,CHEMBL729,CHEMBL612558,ADMET,640517,CHEMBL638700,Cmax,8746.68,nM,CHEMBL1133572
LOPINAVIR,CHEMBL729,CHEMBL376,Rattus norvegicus,2528187,CHEMBL988565,Cmax,2464.97,nM,CHEMBL1138456
LOPINAVIR,CHEMBL729,CHEMBL373,Canis familiaris,2528215,CHEMBL985042,Cmax,3975.76,nM,CHEMBL1138456
LOPINAVIR,CHEMBL729,CHEMBL372,Homo sapiens,5149029,CHEMBL1661866,Cmax,17763.71,nM,CHEMBL1649180
LOPINAVIR,CHEMBL729,CHEMBL372,Homo sapiens,5223421,CHEMBL1674630,Cmax,10888.82,nM,CHEMBL1671853
LOPINAVIR,CHEMBL729,CHEMBL372,Homo sapiens,5223426,CHEMBL1674635,Cmax,8352.28,nM,CHEMBL1671853
LOPINAVIR,CHEMBL729,CHEMBL372,Homo sapiens,5294715,CHEMBL1696348,Cmax,27353.25,nM,CHEMBL1687709
LOPINAVIR,CHEMBL729,CHEMBL372,Homo sapiens,5294720,CHEMBL1696353,Cmax,25524.4,nM,CHEMBL1687709
LOPINAVIR,CHEMBL729,CHEMBL613424,Plasma,15467709,CHEMBL3539971,Cmax,159030.55,nM,CHEMBL3525974
LOPINAVIR,CHEMBL729,CHEMBL613424,Plasma,15467710,CHEMBL3539972,Cmax,8746680.24,nM,CHEMBL3525974
LORLATINIB,CHEMBL3286830,CHEMBL376,Rattus norvegicus,14722542,CHEMBL3291724,Cmax,4249.3,nM,CHEMBL3286195
LOSARTAN,CHEMBL191,CHEMBL376,Rattus norvegicus,1776162,CHEMBL908926,Cmax,65024.12,nM,CHEMBL1137307
LOSARTAN,CHEMBL191,CHEMBL376,Rattus norvegicus,2153823,CHEMBL925720,Cmax,65024.12,nM,CHEMBL1145541
LOSARTAN,CHEMBL191,CHEMBL372,Homo sapiens,15444424,CHEMBL3531114,Cmax,816.23,nM,CHEMBL3526037
LOSARTAN,CHEMBL191,CHEMBL372,Homo sapiens,15444429,CHEMBL3531119,Cmax,609.1,nM,CHEMBL3526037
LOSARTAN,CHEMBL191,CHEMBL372,Homo sapiens,15444434,CHEMBL3531124,Cmax,497.26,nM,CHEMBL3526037
LOSARTAN,CHEMBL191,CHEMBL372,Homo sapiens,15444439,CHEMBL3531498,Cmax,737.96,nM,CHEMBL3526037
LOSARTAN,CHEMBL191,CHEMBL372,Homo sapiens,15461383,CHEMBL3536746,Cmax,553.53,nM,CHEMBL3526037
LOSARTAN,CHEMBL191,CHEMBL372,Homo sapiens,15461384,CHEMBL3536747,Cmax,677.43,nM,CHEMBL3526037
LOSARTAN,CHEMBL191,CHEMBL372,Homo sapiens,15469812,CHEMBL3531104,Cmax,621.16,nM,CHEMBL3526037
LOSARTAN,CHEMBL191,CHEMBL372,Homo sapiens,15469817,CHEMBL3531109,Cmax,546.2,nM,CHEMBL3526037
LOSARTAN,CHEMBL191,CHEMBL372,Homo sapiens,18052142,CHEMBL4011675,Cmax,651.0,nM,CHEMBL4011582
LOVASTATIN,CHEMBL503,CHEMBL372,Homo sapiens,18052143,CHEMBL4011675,Cmax,25.0,nM,CHEMBL4011582
LUMEFANTRINE,CHEMBL38827,CHEMBL372,Homo sapiens,3385225,CHEMBL1220183,Cmax,6.757,ug.mL-1,CHEMBL1212751
LUMEFANTRINE,CHEMBL38827,CHEMBL372,Homo sapiens,5310807,CHEMBL1695513,Cmax,2.075,ug.mL-1,CHEMBL1687741
LUMEFANTRINE,CHEMBL38827,CHEMBL372,Homo sapiens,5310808,CHEMBL1695512,Cmax,2.482,ug.mL-1,CHEMBL1687741
LUMEFANTRINE,CHEMBL38827,CHEMBL372,Homo sapiens,5310809,CHEMBL1695511,Cmax,2.427,ug.mL-1,CHEMBL1687741
LUMEFANTRINE,CHEMBL38827,CHEMBL372,Homo sapiens,5310810,CHEMBL1695510,Cmax,0.314,ug.mL-1,CHEMBL1687741
LUMEFANTRINE,CHEMBL38827,CHEMBL372,Homo sapiens,5310811,CHEMBL1695509,Cmax,0.498,ug.mL-1,CHEMBL1687741
LUMEFANTRINE,CHEMBL38827,CHEMBL372,Homo sapiens,5310812,CHEMBL1695508,Cmax,0.433,ug.mL-1,CHEMBL1687741
LUMEFANTRINE,CHEMBL38827,CHEMBL372,Homo sapiens,5310813,CHEMBL1695623,Cmax,0.049,ug.mL-1,CHEMBL1687741
MACITENTAN,CHEMBL2103873,CHEMBL373,Canis familiaris,12090393,CHEMBL2166356,Cmax,7802.41,nM,CHEMBL2163289
MACITENTAN,CHEMBL2103873,CHEMBL376,Rattus norvegicus,12090401,CHEMBL2166364,Cmax,2838.78,nM,CHEMBL2163289
MARIBAVIR,CHEMBL515408,CHEMBL372,Homo sapiens,3476703,CHEMBL1262191,Cmax,2657.88,nM,CHEMBL1255341
MARIBAVIR,CHEMBL515408,CHEMBL372,Homo sapiens,3476712,CHEMBL1262182,Cmax,4252.6,nM,CHEMBL1255341
MARIBAVIR,CHEMBL515408,CHEMBL372,Homo sapiens,3476721,CHEMBL1262175,Cmax,57941.74,nM,CHEMBL1255341
MARIBAVIR,CHEMBL515408,CHEMBL372,Homo sapiens,3476730,CHEMBL1262167,Cmax,52625.98,nM,CHEMBL1255341
MEBENDAZOLE,CHEMBL685,CHEMBL375,Mus musculus,18475853,CHEMBL4183501,Cmax,5300.0,nM,CHEMBL4177759
MEBENDAZOLE,CHEMBL685,CHEMBL373,Canis familiaris,18475854,CHEMBL4183503,Cmax,2200.0,nM,CHEMBL4177759
MEBENDAZOLE,CHEMBL685,CHEMBL612558,ADMET,18475865,CHEMBL4183513,Cmax,5100.0,nM,CHEMBL4177759
MEBENDAZOLE,CHEMBL685,CHEMBL612558,ADMET,18475873,CHEMBL4183521,Cmax,5.1,nmol/g,CHEMBL4177759
MEBENDAZOLE,CHEMBL685,CHEMBL373,Canis familiaris,18475881,CHEMBL4183529,Cmax,200.0,nM,CHEMBL4177759
MEFENAMIC ACID,CHEMBL686,CHEMBL612558,ADMET,363010,CHEMBL877853,Cmax,83000.0,nM,CHEMBL1145124
MEFENAMIC ACID,CHEMBL686,CHEMBL372,Homo sapiens,18052165,CHEMBL4011675,Cmax,26939.0,nM,CHEMBL4011582
"(S,R)-MEFLOQUINE",CHEMBL172,CHEMBL612558,ADMET,19251533,CHEMBL4401821,Cmax,132.16,nM,CHEMBL4400546
MELATONIN,CHEMBL45,CHEMBL612558,ADMET,22475581,CHEMBL4686217,Cmax,4950.92,nM,CHEMBL4680229
MELATONIN,CHEMBL45,CHEMBL612558,ADMET,23268242,CHEMBL4834877,Cmax,2790000.0,nM,CHEMBL4834400
MELOXICAM,CHEMBL599,CHEMBL372,Homo sapiens,5086131,CHEMBL1636022,Cmax,3557.1,nM,CHEMBL1629603
MERCAPTOPURINE ANHYDROUS,CHEMBL1425,CHEMBL372,Homo sapiens,17806306,CHEMBL3889449,Cmax,131.42,nM,CHEMBL3832036
MEROPENEM,CHEMBL127,CHEMBL375,Mus musculus,805771,CHEMBL622750,Cmax,15.57,ug.mL-1,CHEMBL1131843
MEROPENEM,CHEMBL127,CHEMBL612558,ADMET,883894,CHEMBL626043,Cmax,7.6,ug.mL-1,CHEMBL1130853
MEROPENEM,CHEMBL127,CHEMBL375,Mus musculus,1292658,CHEMBL622816,Cmax,7.6,ug.mL-1,CHEMBL1133391
MEROPENEM,CHEMBL127,CHEMBL612558,ADMET,2627467,CHEMBL964429,Cmax,56.1,ug.mL-1,CHEMBL1137630
MEROPENEM,CHEMBL127,CHEMBL372,Homo sapiens,3548919,CHEMBL1283390,Cmax,56.6,ug.mL-1,CHEMBL1275249
METFORMIN,CHEMBL1431,CHEMBL376,Rattus norvegicus,2647921,CHEMBL1036626,Cmax,161802.28,nM,CHEMBL1158453
METFORMIN,CHEMBL1431,CHEMBL376,Rattus norvegicus,2647927,CHEMBL1026463,Cmax,13160.95,nM,CHEMBL1158453
METFORMIN,CHEMBL1431,CHEMBL612558,ADMET,22971300,CHEMBL4770742,Cmax,139660.91,nM,CHEMBL4765340
METFORMIN,CHEMBL1431,CHEMBL612558,ADMET,24971901,CHEMBL5223294,Cmax,741.0,nM,CHEMBL5223066
METFORMIN,CHEMBL1431,CHEMBL612558,ADMET,24971902,CHEMBL5223295,Cmax,741.0,nM,CHEMBL5223066
METFORMIN,CHEMBL1431,CHEMBL612558,ADMET,25030397,CHEMBL5241520,Cmax,15483.47,nM,CHEMBL5241068
METHOTREXATE,CHEMBL34259,CHEMBL376,Rattus norvegicus,624407,CHEMBL623231,Cmax,8257.0,nM l-1 hr-1,CHEMBL1133691
METHOTREXATE,CHEMBL34259,CHEMBL376,Rattus norvegicus,624412,CHEMBL623232,Cmax,266.0,nM l-1 hr-1,CHEMBL1133691
METHOTREXATE,CHEMBL34259,CHEMBL612558,ADMET,16801937,CHEMBL3869049,Cmax,1000000.0,nM,CHEMBL3868590
METHOTREXATE,CHEMBL34259,CHEMBL612558,ADMET,23265188,CHEMBL4834154,Cmax,100.0,nM,CHEMBL4831556
METHOTREXATE,CHEMBL34259,CHEMBL612558,ADMET,23265189,CHEMBL4834155,Cmax,200.0,nM,CHEMBL4831556
METHYLNALTREXONE,CHEMBL1186579,CHEMBL612558,ADMET,18920977,CHEMBL4323377,Cmax,140.0,nM,CHEMBL4321821
METRONIDAZOLE,CHEMBL137,CHEMBL372,Homo sapiens,17805972,CHEMBL3889393,Cmax,40.0,ug.mL-1,CHEMBL3832077
METRONIDAZOLE,CHEMBL137,CHEMBL372,Homo sapiens,17805973,CHEMBL3889393,Cmax,12.0,ug.mL-1,CHEMBL3832077
METRONIDAZOLE,CHEMBL137,CHEMBL372,Homo sapiens,17805974,CHEMBL3889393,Cmax,6.0,ug.mL-1,CHEMBL3832077
METRONIDAZOLE,CHEMBL137,CHEMBL372,Homo sapiens,17805977,CHEMBL3889398,Cmax,0.032,ug.mL-1,CHEMBL3832081
METRONIDAZOLE,CHEMBL137,CHEMBL372,Homo sapiens,17805979,CHEMBL3889399,Cmax,0.096,ug.mL-1,CHEMBL3832051
MEXILETINE,CHEMBL558,CHEMBL612558,ADMET,23147077,CHEMBL4809542,Cmax,1612183420.73,nM,CHEMBL4808187
MEXILETINE,CHEMBL558,CHEMBL612558,ADMET,23147081,CHEMBL4809543,Cmax,931607720.63,nM,CHEMBL4808187
MICAFUNGIN,CHEMBL457547,CHEMBL375,Mus musculus,3510345,CHEMBL1261307,Cmax,41722.76,nM,CHEMBL1255494
MICAFUNGIN,CHEMBL457547,CHEMBL375,Mus musculus,3510346,CHEMBL1261308,Cmax,22042.21,nM,CHEMBL1255494
MICAFUNGIN,CHEMBL457547,CHEMBL375,Mus musculus,3510347,CHEMBL1261309,Cmax,5510.55,nM,CHEMBL1255494
MICAFUNGIN,CHEMBL457547,CHEMBL375,Mus musculus,3532666,CHEMBL1279671,Cmax,41722.76,nM,CHEMBL1275496
MICAFUNGIN,CHEMBL457547,CHEMBL375,Mus musculus,3532669,CHEMBL1279674,Cmax,22042.21,nM,CHEMBL1275496
MICAFUNGIN,CHEMBL457547,CHEMBL375,Mus musculus,3532672,CHEMBL1279677,Cmax,5510.55,nM,CHEMBL1275496
MICAFUNGIN,CHEMBL457547,CHEMBL375,Mus musculus,3532675,CHEMBL1279674,Cmax,22042.21,nM,CHEMBL1275496
MICAFUNGIN,CHEMBL457547,CHEMBL613424,Plasma,5099414,CHEMBL1636165,Cmax,15035.94,nM,CHEMBL1629659
MICAFUNGIN,CHEMBL457547,CHEMBL612558,ADMET,5116849,CHEMBL1632699,Cmax,13705.53,nM,CHEMBL1629691
MICAFUNGIN,CHEMBL457547,CHEMBL612558,ADMET,5116850,CHEMBL1632698,Cmax,1086.37,nM,CHEMBL1629691
MICAFUNGIN,CHEMBL457547,CHEMBL613424,Plasma,5116851,CHEMBL1632697,Cmax,3881.0,nM,CHEMBL1629691
MICAFUNGIN,CHEMBL457547,CHEMBL372,Homo sapiens,5174951,CHEMBL1654693,Cmax,4408.44,nM,CHEMBL1649249
MICAFUNGIN,CHEMBL457547,CHEMBL372,Homo sapiens,5174954,CHEMBL1654695,Cmax,5038.22,nM,CHEMBL1649249
MICAFUNGIN,CHEMBL457547,CHEMBL372,Homo sapiens,5174955,CHEMBL1654697,Cmax,5116.94,nM,CHEMBL1649249
MICAFUNGIN,CHEMBL457547,CHEMBL372,Homo sapiens,5174956,CHEMBL1654687,Cmax,5274.39,nM,CHEMBL1649249
MICAFUNGIN,CHEMBL457547,CHEMBL372,Homo sapiens,5174959,CHEMBL1654691,Cmax,6612.66,nM,CHEMBL1649249
MICAFUNGIN,CHEMBL457547,CHEMBL372,Homo sapiens,5174961,CHEMBL1654689,Cmax,12910.44,nM,CHEMBL1649249
MICAFUNGIN,CHEMBL457547,CHEMBL372,Homo sapiens,5174964,CHEMBL1654686,Cmax,26450.65,nM,CHEMBL1649249
MICAFUNGIN,CHEMBL457547,CHEMBL372,Homo sapiens,5174965,CHEMBL1654685,Cmax,26922.99,nM,CHEMBL1649249
MICAFUNGIN,CHEMBL457547,CHEMBL372,Homo sapiens,5174968,CHEMBL1654688,Cmax,29205.93,nM,CHEMBL1649249
MIDAZOLAM,CHEMBL655,CHEMBL375,Mus musculus,15444949,CHEMBL3535816,Cmax,7060.2,nM,CHEMBL3526021
MIDAZOLAM,CHEMBL655,CHEMBL375,Mus musculus,15444950,CHEMBL3535815,Cmax,429.75,nM,CHEMBL3526021
MIDAZOLAM,CHEMBL655,CHEMBL375,Mus musculus,15444959,CHEMBL3535806,Cmax,2762.69,nM,CHEMBL3526021
MIDAZOLAM,CHEMBL655,CHEMBL375,Mus musculus,15444960,CHEMBL3535805,Cmax,337.66,nM,CHEMBL3526021
MIDAZOLAM,CHEMBL655,CHEMBL372,Homo sapiens,15448877,CHEMBL3534791,Cmax,50.04,nM,CHEMBL3526139
MIDAZOLAM,CHEMBL655,CHEMBL372,Homo sapiens,15448883,CHEMBL3534797,Cmax,48.19,nM,CHEMBL3526139
MIDAZOLAM,CHEMBL655,CHEMBL372,Homo sapiens,15448889,CHEMBL3534803,Cmax,49.11,nM,CHEMBL3526139
MIDAZOLAM,CHEMBL655,CHEMBL372,Homo sapiens,18052122,CHEMBL4011675,Cmax,650.0,nM,CHEMBL4011582
MIDAZOLAM,CHEMBL655,CHEMBL612558,ADMET,25632500,CHEMBL5366060,Cmax,596.13,nM,CHEMBL5365418
MIDOSTAURIN,CHEMBL608533,CHEMBL375,Mus musculus,3444939,CHEMBL1245032,Cmax,770.0,nM,CHEMBL1240346
MIFEPRISTONE,CHEMBL1276308,CHEMBL375,Mus musculus,2020627,CHEMBL903431,Cmax,6510.71,nM,CHEMBL1139120
MIFEPRISTONE,CHEMBL1276308,CHEMBL375,Mus musculus,2020629,CHEMBL903432,Cmax,69.83,nM,CHEMBL1139120
MIFEPRISTONE,CHEMBL1276308,CHEMBL376,Rattus norvegicus,2462713,CHEMBL945204,Cmax,125.23,nM,CHEMBL1157482
MIFEPRISTONE,CHEMBL1276308,CHEMBL372,Homo sapiens,3568463,CHEMBL1279099,Cmax,5819.37,nM,CHEMBL1275416
MIFEPRISTONE,CHEMBL1276308,CHEMBL376,Rattus norvegicus,18410121,CHEMBL4151811,Cmax,55.87,nM,CHEMBL4145686
MIFEPRISTONE,CHEMBL1276308,CHEMBL376,Rattus norvegicus,18535376,CHEMBL4196350,Cmax,837.99,nM,CHEMBL4196004
MIFEPRISTONE,CHEMBL1276308,CHEMBL612558,ADMET,19273187,CHEMBL4407274,Cmax,55.87,nM,CHEMBL4406804
MIRABEGRON,CHEMBL2095212,CHEMBL613424,Plasma,15451870,CHEMBL3528336,Cmax,935.64,nM,CHEMBL3526041
MOMELOTINIB,CHEMBL1078178,CHEMBL376,Rattus norvegicus,3227869,CHEMBL1107761,Cmax,40400.0,nM,CHEMBL1154287
MOMELOTINIB,CHEMBL1078178,CHEMBL612558,ADMET,24849194,CHEMBL5147410,Cmax,1133.98,nM,CHEMBL5143663
MOMETASONE,CHEMBL1201404,CHEMBL372,Homo sapiens,18052123,CHEMBL4011675,Cmax,0.3,nM,CHEMBL4011582
MORPHINE,CHEMBL70,CHEMBL612558,ADMET,18920983,CHEMBL4323392,Cmax,30.0,nM,CHEMBL4321821
MORPHINE,CHEMBL70,CHEMBL612558,ADMET,18920985,CHEMBL4323397,Cmax,1050.0,nM,CHEMBL4321821
MORPHINE,CHEMBL70,CHEMBL612558,ADMET,18920987,CHEMBL4323402,Cmax,250.0,nM,CHEMBL4321821
MORPHINE,CHEMBL70,CHEMBL612558,ADMET,18920989,CHEMBL4323407,Cmax,40.0,nM,CHEMBL4321821
MOXIFLOXACIN,CHEMBL32,CHEMBL375,Mus musculus,1835653,CHEMBL917964,Cmax,946.59,nM,CHEMBL1142211
MOXIFLOXACIN,CHEMBL32,CHEMBL372,Homo sapiens,2502730,CHEMBL1029672,Cmax,6227.58,nM,CHEMBL1143423
MOXIFLOXACIN,CHEMBL32,CHEMBL374,Oryctolagus cuniculus,2502734,CHEMBL1029676,Cmax,7099.44,nM,CHEMBL1143423
MOXIFLOXACIN,CHEMBL32,CHEMBL372,Homo sapiens,2675217,CHEMBL1033599,Cmax,6227.58,nM,CHEMBL1151451
MOXIFLOXACIN,CHEMBL32,CHEMBL372,Homo sapiens,2680127,CHEMBL1063299,Cmax,4060.38,nM,CHEMBL1152453
MOXIFLOXACIN,CHEMBL32,CHEMBL372,Homo sapiens,2680129,CHEMBL1063301,Cmax,822.04,nM,CHEMBL1152453
MOXIFLOXACIN,CHEMBL32,CHEMBL372,Homo sapiens,2680131,CHEMBL1063303,Cmax,5978.48,nM,CHEMBL1152453
MOXIFLOXACIN,CHEMBL32,CHEMBL612558,ADMET,3477211,CHEMBL1266685,Cmax,2640.49,nM,CHEMBL1255350
MOXIFLOXACIN,CHEMBL32,CHEMBL612558,ADMET,3477212,CHEMBL1266686,Cmax,6103.03,nM,CHEMBL1255350
MOXIFLOXACIN,CHEMBL32,CHEMBL612558,ADMET,3477213,CHEMBL1266687,Cmax,1534.48,nM,CHEMBL1255350
MOXIFLOXACIN,CHEMBL32,CHEMBL612558,ADMET,3477214,CHEMBL1266688,Cmax,3537.27,nM,CHEMBL1255350
MOXIFLOXACIN,CHEMBL32,CHEMBL372,Homo sapiens,3566371,CHEMBL1279833,Cmax,11134.91,nM,CHEMBL1275405
MOXIFLOXACIN,CHEMBL32,CHEMBL375,Mus musculus,5086041,CHEMBL1633247,Cmax,10711.44,nM,CHEMBL1629568
MOXIFLOXACIN,CHEMBL32,CHEMBL375,Mus musculus,5095551,CHEMBL1633659,Cmax,43094.86,nM,CHEMBL1629550
MOXIFLOXACIN,CHEMBL32,CHEMBL613564,Brain,5095554,CHEMBL1633663,Cmax,1.92,ug/g,CHEMBL1629550
MOXIFLOXACIN,CHEMBL32,CHEMBL372,Homo sapiens,5155436,CHEMBL1662922,Cmax,12455.16,nM,CHEMBL1649150
MOXIFLOXACIN,CHEMBL32,CHEMBL372,Homo sapiens,5226674,CHEMBL1680350,Cmax,100388.6,nM,CHEMBL1671633
MOXIFLOXACIN,CHEMBL32,CHEMBL372,Homo sapiens,5226675,CHEMBL1680356,Cmax,8295.14,nM,CHEMBL1671633
MOXIFLOXACIN,CHEMBL32,CHEMBL372,Homo sapiens,5303990,CHEMBL1695971,Cmax,6227.58,nM,CHEMBL1687721
MOXIFLOXACIN,CHEMBL32,CHEMBL613424,Plasma,5306510,CHEMBL1696172,Cmax,9964.13,nM,CHEMBL1687729
MOXIFLOXACIN,CHEMBL32,CHEMBL372,Homo sapiens,12087007,CHEMBL2169386,Cmax,10711.44,nM,CHEMBL2163329
MOXIFLOXACIN,CHEMBL32,CHEMBL375,Mus musculus,18371825,CHEMBL4143618,Cmax,6803.01,nM,CHEMBL4138241
MOXIFLOXACIN,CHEMBL32,CHEMBL376,Rattus norvegicus,18673273,CHEMBL4235085,Cmax,3711.64,nM,CHEMBL4229492
MOXIFLOXACIN,CHEMBL32,CHEMBL612558,ADMET,19051760,CHEMBL4355003,Cmax,7722.2,nM,CHEMBL4354782
MOXIFLOXACIN,CHEMBL32,CHEMBL612558,ADMET,19099370,CHEMBL4368185,Cmax,26853.33,nM,CHEMBL4364323
